firstname;lastname;gender;year_of_birth;age;zip;city;country;party_short;district;list;list_place_1;list_place_2;incumbent;LINK_personal_website;LINK_facebook;LINK_Twitter;LINK_Instagram;X;name_bfs;vorname_bfs
Alexandre;Schmidt;m;1970;49;3005;Bern;Schweiz;FDP;Bern;FDP.Die Liberalen;21;NA;0;NA;https://www.facebook.com/alexandre.schmidt.7;NA;NA;NA;Schmidt;Alexandre
Daniela;Schneeberger;f;1967;52;4450;Sissach;Schweiz;FDP;Basel-Landschaft;FDP.Die Liberalen;1;NA;1;NA;NA;https://twitter.com/SchneeDani67;https://www.instagram.com/schneebutz1909/;NA;Schneeberger;Daniela
Adrian;Schoop;m;1985;34;5300;Turgi;Schweiz;FDP;Aargau;FDP.Die Liberalen;14;NA;0;NA;https://www.facebook.com/adrianschooppage/;https://twitter.com/adrian_schoop?lang=de;https://www.instagram.com/adrian_schoop/;NA;Schoop;Adrian
Oskar;Seger;m;1990;29;9008;St. Gallen;Schweiz;FDP;St. Gallen;FDP.Die Liberalen;8;NA;0;https://oskarseger.ch/;https://www.facebook.com/oskarseger.fdp;https://twitter.com/SegerOskar;https://www.instagram.com/segeroskar;NA;Seger;Oskar
Daniel;Seiler;m;1969;50;4058;Basel;Schweiz;FDP;Basel-Stadt;FDP.Die Liberalen;4;NA;0;http://www.daniel-seiler.ch;https://www.facebook.com/seiler.kleinbasel;https://twitter.com/seiler_daniel;https://www.instagram.com/seiler4058;NA;Seiler;Daniel
Mathias;Siegenthaler;m;1983;36;3752;Wimmis;Schweiz;FDP;Bern;FDP.Die Liberalen;22;NA;0;NA;https://www.facebook.com/Sigi2018.be/;https://twitter.com/Sigi2019Be;https://www.instagram.com/sigi2019.be/;NA;Siegenthaler;Mathias
Martina;Sigg;f;1960;59;5107;Schinznach Dorf;Schweiz;FDP;Aargau;FDP.Die Liberalen;15;NA;0;NA;https://www.facebook.com/MartinaSiggFDP/;NA;NA;NA;Sigg;Martina
Peter;Sommer;m;1961;58;3472;Wynigen;Schweiz;FDP;Bern;FDP.Die Liberalen;23;NA;0;NA;NA;NA;NA;NA;Sommer;Peter
Carla;Sorato;f;1961;58;4059;Basel;Schweiz;FDP;Basel-Stadt;FDP.Die Liberalen;4;NA;0;NA;https://www.facebook.com/Carla-Sorato-Attinger-in-den-Grossrat-166005673832419/;NA;NA;NA;Sorato-Attinger;Carla
Markus;Spielmann;m;1975;44;4656;Starrkirch-Wil;Schweiz;FDP;Solothurn;FDP.Die Liberalen;5;NA;0;NA;https://www.facebook.com/spielmannm/;https://twitter.com/SpielmannMarkus;NA;NA;Spielmann;Markus
Balz;Stückelberger;m;1972;47;4144;Arlesheim;Schweiz;FDP;Basel-Landschaft;FDP.Die Liberalen;7;NA;0;NA;https://fr-fr.facebook.com/Balz.Stueckelberger;NA;NA;NA;Stückelberger;Balz
Matthias;Steinegger;m;1976;43;6454;Flüelen;Schweiz;FDP;Uri;FDP.Die Liberalen;1;NA;0;http://www.matthias-steinegger.ch;NA;NA;NA;NA;NA;NA
Vera;Stiffler;f;1974;45;7000;Chur;Schweiz;FDP;Graubünden;FDP.Die Liberalen;2;NA;0;NA;https://www.facebook.com/vera.stiffler.3;NA;https://www.instagram.com/verastiffler/;NA;Stiffler;Vera
Ueli;Strauss-Gallmann;m;1959;60;9500;Wil SG;Schweiz;FDP;St. Gallen;FDP.Die Liberalen;6;NA;0;NA;https://www.facebook.com/ueli.straussgallmann;NA;NA;NA;Strauss-Gallmann;Ueli
Bruno;Tüscher;m;1984;35;4333;Münchwilen AG;Schweiz;FDP;Aargau;FDP.Die Liberalen;16;NA;0;NA;https://www.facebook.com/BrunoTuescherOfiicial/;https://twitter.com/brunotuescher?lang=de;https://www.instagram.com/brunotuescherofficial/;NA;Tüscher;Bruno
Christian;Thalmann;m;1973;46;4226;Breitenbach;Schweiz;FDP;Solothurn;FDP.Die Liberalen;6;NA;0;NA;NA;NA;NA;NA;Thalmann;Christian
Beat;Tinner;m;1971;48;9012;St. Gallen;Schweiz;FDP;St. Gallen;FDP.Die Liberalen;10;NA;0;https://beat-tinner.ch;https://www.facebook.com/beattinner.fdp;NA;NA;NA;Tinner;Beat
Kuno;Tschumi;m;1951;68;4552;Derendingen;Schweiz;FDP;Solothurn;FDP.Die Liberalen;6;NA;0;NA;https://www.facebook.com/kuno.tschumi;NA;NA;NA;Tschumi;Kuno
Luca;Urgese;m;1986;33;4056;Basel;Schweiz;FDP;Basel-Stadt;FDP.Die Liberalen;5;NA;0;https://www.avantiluca.ch;https://www.facebook.com/lucaurgese;NA;NA;NA;Urgese;Luca
Susanne;Vincenz-Stauffacher;f;1967;52;9030;Abtwil;Schweiz;FDP;St. Gallen;FDP.Die Liberalen;11;NA;0;https://vincenz-stauffacher.ch/;https://www.facebook.com/nationalraetin2019;NA;https://www.instagram.com/vincenzstauffacher;NA;Vincenz-Stauffacher;Susanne
Karin;Weigelt;f;1984;35;7320;Sargans;Schweiz;FDP;St. Gallen;FDP.Die Liberalen;12;NA;0;http://www.karin-weigelt.ch;http://www.facebook.com/karinweigelt.ch/;http://www.twitter.com/karinweigelt;https://www.instagram.com/karinweigelt;NA;Weigelt;Karin
Andreas;Züllig;m;1958;61;7078;Lenzerheide;Schweiz;FDP;Graubünden;FDP.Die Liberalen;3;NA;0;NA;https://www.facebook.com/azuellig;NA;https://www.instagram.com/andreaszullig/;NA;Züllig;Andreas
Corinna;Zigerli;f;1967;52;4059;Basel;Schweiz;FDP;Basel-Stadt;FDP.Die Liberalen;5;NA;0;NA;NA;https://twitter.com/CorinnaZigerli;https://www.instagram.com/corinnazigerli/;NA;Zigerli;Corinna
Christoph;Zimmerli;m;1970;49;3001;Bern;Schweiz;FDP;Bern;FDP.Die Liberalen;24;NA;0;NA;https://www.facebook.com/zimmerli.parat/;https://twitter.com/ch_zimmerli;NA;NA;Zimmerli;Christoph
Nicolas;Rubin;m;1990;29;2740;Moutier;Schweiz;jf;Bern;FDP.Die Liberalen;19;NA;0;NA;https://www.facebook.com/rubino.powa;NA;NA;NA;Rubin;Nicolas
Petra;Gössi;f;1976;43;8002;Zürich;Schweiz;FDP;Schwyz;FDP.Die Liberalen - Hauptliste;1;NA;1;https://www.petragoessi.ch/;https://www.facebook.com/PetraGoessi/;https://twitter.com/PetraGoessi;https://www.instagram.com/petragoessi/;NA;Gössi;Petra
Marlene;Müller;f;1963;56;8832;Wollerau;Schweiz;FDP;Schwyz;FDP.Die Liberalen - Hauptliste;4;NA;0;https://marlene-mueller.ch/;https://www.facebook.com/marlene.muller.908;https://twitter.com/mueller291;https://www.instagram.com/marlenemueller.01/;NA;Müller-Diethelm;Marlene
Sibylle;Ochsner;f;1962;57;8854;Galgenen;Schweiz;FDP;Schwyz;FDP.Die Liberalen - Hauptliste;3;NA;0;https://sibylle-ochsner.ch/;https://www.facebook.com/sibylle.ochsner;NA;https://www.instagram.com/sibylle_ochsner/;NA;Ochsner;Sibylle
Heinz;Theiler;m;1970;49;6410;Goldau;Schweiz;FDP;Schwyz;FDP.Die Liberalen - Hauptliste;2;NA;0;https://heinz-theiler.ch/;https://www.facebook.com/heinztheiler.ch/;https://twitter.com/HeinzTheiler;https://www.instagram.com/heinztheiler/;NA;Theiler;Heinz
Fabienne;Brauchli;f;1989;30;6102;Malters;Schweiz;FDP;Luzern;FDP.Die Liberalen (Hauptliste);1;NA;0;http://www.fabiennebrauchli.ch;https://www.facebook.com/fabienne.brauchli.3;https://twitter.com/FabeBrau;https://www.instagram.com/fabienne_brauchli_fdp;NA;Brauchli;Fabienne
Priska;Hafner;f;1974;45;6022;Grosswangen;Schweiz;FDP;Luzern;FDP.Die Liberalen (Hauptliste);2;NA;0;http://www.priskahafner.ch;https://www.facebook.com/MitHerzundUeberzeugung/;https://twitter.com/priskahafner?s=09;https://www.instagram.com/priskahafner_fdp;NA;Hafner;Priska
Martin;Huber;m;1966;53;6162;Entlebuch;Schweiz;FDP;Luzern;FDP.Die Liberalen (Hauptliste);3;NA;0;http://www.condesys.com/MH;NA;https://twitter.com/EntlebucherP;NA;NA;Huber;Martin
Damian;Hunkeler;m;1963;56;6006;LUzern;Schweiz;FDP;Luzern;FDP.Die Liberalen (Hauptliste);4;NA;0;http://www.damianhunkeler.ch;https://www.facebook.com/damian.hunkeler;https://twitter.com/hu_damian;https://www.instagram.com/damianhunkeler;NA;Hunkeler;Damian
Anne-Sophie;Morand;f;1987;32;6005;Luzern;Schweiz;FDP;Luzern;FDP.Die Liberalen (Hauptliste);5;NA;0;http://www.annesophiemorand.ch;https://www.facebook.com/morandannesophie;https://twitter.com/morand_as;https://www.instagram.com/annesophie_morand;NA;Morand;Anne-Sophie
Peter;Schilliger;m;1959;60;6044;Udligenswil;Schweiz;FDP;Luzern;FDP.Die Liberalen (Hauptliste);6;NA;1;NA;https://www.facebook.com/Peter-Schilliger-910656722330349/;NA;NA;NA;Schilliger;Peter
Helen;Schurtenberger;f;1965;54;6122;Menznau;Schweiz;FDP;Luzern;FDP.Die Liberalen (Hauptliste);7;NA;0;NA;https://www.facebook.com/profile.php?id=100013330626254;NA;https://www.instagram.com/helenschurtenberger;NA;Schurtenberger-Häfliger;Helen
Jacqueline;Theiler;f;1981;38;6003;Luzern;Schweiz;FDP;Luzern;FDP.Die Liberalen (Hauptliste);8;NA;0;https://www.theiler.ch/politik;https://www.facebook.com/jacqueline.theiler;https://twitter.com/j_theiler;NA;NA;Theiler;Jacqueline
Albert;Vitali;m;1955;64;6208;Oberkirch;Schweiz;FDP;Luzern;FDP.Die Liberalen (Hauptliste);9;NA;1;http://www.albert-vitali.ch;https://www.facebook.com/Albert.Vitali/;NA;NA;NA;Vitali;Albert
Cornelia;Hasler;f;1968;51;8355;Aadorf;Schweiz;FDP;Thurgau;FDP.Die Liberalen / Frauenliste;1;NA;0;http://www.hasler-roost.ch;https://www.facebook.com/cornelia.haslerroost;NA;NA;NA;Hasler-Roost;Cornelia
Brigitte;Kaufmann;f;1958;61;8592;Uttwil;Schweiz;FDP;Thurgau;FDP.Die Liberalen / Frauenliste;2;NA;0;NA;https://www.facebook.com/brigitte.kaufmann;https://twitter.com/Kaufmann_TG;NA;NA;Kaufmann;Brigitte
Maja;Lüscher;f;1951;68;8355;Aadorf;Schweiz;FDP;Thurgau;FDP.Die Liberalen / Frauenliste;3;NA;0;NA;https://www.facebook.com/maja.luescher;NA;NA;NA;Lüscher;Maja
Sibylle;Moopanar;f;1987;32;9225;Wilen (Gottshaus);Schweiz;FDP;Thurgau;FDP.Die Liberalen / Frauenliste;4;NA;0;NA;https://www.facebook.com/sibylle.moopanar;NA;NA;NA;Moopanar;Sibylle
Maike;Scherrer;f;1978;41;9515;Hosenruck;Schweiz;FDP;Thurgau;FDP.Die Liberalen / Frauenliste;5;NA;0;NA;https://www.facebook.com/profile.php?id=100011053120411;NA;NA;NA;Scherrer;Maike
Cornelia;Zecchinel;f;1960;59;8280;Kreuzlingen;Schweiz;FDP;Thurgau;FDP.Die Liberalen / Frauenliste;6;NA;0;https://www.cornelia-zecchinel.ch;https://www.facebook.com/cornelia.zecchinel;https://twitter.com/CorneliaZecchin;NA;NA;Zecchinel;Cornelia
Philip;Klöti;m;1990;29;5000;Aarau;Schweiz;jf;Aargau;FDP.Die Liberalen – Jungfreisinnige;4;NA;0;http://philipkloeti.ch;https://www.facebook.com/KloetiPhilip/;NA;https://www.instagram.com/philipkloetiimwald;NA;Klöti;Philip
Susanne;Krättli-Lori;f;1955;64;7208;Malans;Schweiz;FDP;Graubünden;FDP.Die Liberalen Graubünden – Supporterliste Gemeindepolitik;1;NA;0;NA;NA;NA;NA;NA;Krättli-Lori;Susanne
Werner;Natter;m;1963;56;7418;Tumegl/Tomils;Schweiz;FDP;Graubünden;FDP.Die Liberalen Graubünden – Supporterliste Gemeindepolitik;2;NA;0;NA;NA;NA;NA;NA;Natter;Werner
Leo;Thomann;m;1956;63;7464;Parsonz;Schweiz;FDP;Graubünden;FDP.Die Liberalen Graubünden – Supporterliste Gemeindepolitik;3;NA;0;NA;https://www.facebook.com/leo.thomann.3;NA;NA;NA;Thomann;Leo
Simi;Valär;m;1967;52;7260;Davos Dorf;Schweiz;FDP;Graubünden;FDP.Die Liberalen Graubünden – Supporterliste Gemeindepolitik;4;NA;0;NA;NA;https://twitter.com/simivalaer;NA;NA;Valär;Simi
Martin;Wieland;m;1957;62;7015;Tamins;Schweiz;FDP;Graubünden;FDP.Die Liberalen Graubünden – Supporterliste Gemeindepolitik;5;NA;0;NA;NA;NA;NA;NA;Wieland;Martin
Peter;Engler;m;1962;57;7260;Davos Dorf;Schweiz;FDP;Graubünden;FDP.Die Liberalen Graubünden – Supporterliste Gewerbe;1;NA;0;NA;https://www.facebook.com/profile.php?id=100011834861590;NA;NA;NA;Engler;Peter
Manuela;Fetz;f;1990;29;7402;Bonaduz;Schweiz;FDP;Graubünden;FDP.Die Liberalen Graubünden – Supporterliste Gewerbe;2;NA;0;http://www.manuela-fetz.ch;https://www.facebook.com/manuela.fetz.39;NA;https://www.instagram.com/manu_fetz_13/;NA;Fetz;Manuela
Peter;Flütsch;m;1965;54;7435;Splügen;Schweiz;FDP;Graubünden;FDP.Die Liberalen Graubünden – Supporterliste Gewerbe;3;NA;0;NA;NA;NA;NA;NA;Flütsch;Peter
Thomas;Rüegg;m;1968;51;7430;Thusis;Schweiz;FDP;Graubünden;FDP.Die Liberalen Graubünden – Supporterliste Gewerbe;4;NA;0;NA;NA;https://twitter.com/trueegg;NA;NA;Rüegg;Thomas
Moreno;Tschudi;m;1965;54;6558;Lostallo;Schweiz;FDP;Graubünden;FDP.Die Liberalen Graubünden – Supporterliste Gewerbe;5;NA;0;NA;NA;NA;NA;NA;Tschudi;Moreno
Jean-Pierre;Leutwyler;m;1973;46;5400;Baden;Schweiz;FW AG;Aargau;Freie Wähler Aargau;1;NA;0;NA;https://www.facebook.com/jeanpierre.leutwyler;https://twitter.com/JPLeutwyler;https://www.instagram.com/jeanpierreleutwyler/;NA;Leutwyler;Jean-Pierre
Mario;Pasinelli;m;1972;47;5726;Unterkulm;Schweiz;FW AG;Aargau;Freie Wähler Aargau;2;NA;0;NA;NA;https://twitter.com/MPA1972AG;https://www.instagram.com/pasinelli72/;NA;Pasinelli;Mario
Nadja;Camenzind;f;1970;49;6442;Gersau;Schweiz;FDP;Schwyz;Gemeinsam fürs Schwyzer Gewerbe;4;NA;0;NA;NA;NA;NA;NA;Camenzind-Krähenbühl;Nadja
Ivo;Husi;m;1976;43;6430;Schwyz;Schweiz;FDP;Schwyz;Gemeinsam fürs Schwyzer Gewerbe;1;NA;0;NA;NA;NA;NA;NA;Husi;Ivo
René;Knobel;m;1972;47;8855;Tuggen;Schweiz;FDP;Schwyz;Gemeinsam fürs Schwyzer Gewerbe;3;NA;0;http://www.reneknobel.ch;https://www.facebook.com/rene.knobel.14;NA;NA;NA;Knobel;René
Andrea;Schelbert;f;1973;46;6438;Ibach;Schweiz;FDP;Schwyz;Gemeinsam fürs Schwyzer Gewerbe;2;NA;0;http://www.fdp-sz.ch;https://www.facebook.com/schelbert.kopp;NA;NA;NA;Schelbert-Kopp;Andrea
Erwin;Huber;m;1948;71;6440;Brunnen;Schweiz;SP;Schwyz;Generation 60plus;3;NA;0;NA;NA;NA;NA;NA;Huber;Erwin
Ursula;Keller;f;1955;64;8834;Schindellegi;Schweiz;SP;Schwyz;Generation 60plus;1;NA;0;NA;NA;NA;NA;NA;Keller;Ursula
Doro;Portmann;f;1949;70;6422;Steinen;Schweiz;SP;Schwyz;Generation 60plus;2;NA;0;NA;NA;NA;NA;NA;Portmann;Doro
Karl;Seeholzer;m;1941;78;8854;Siebnen;Schweiz;SP;Schwyz;Generation 60plus;4;NA;0;NA;NA;NA;NA;NA;Seeholzer;Karl
David;Häner;m;1984;35;4226;Breitenbach;Schweiz;jf;Solothurn;Gesellschaftsliberalismus;1;NA;0;http://www.david-haener.ch;https://www.facebook.com/fdp.davidhaener/;NA;https://www.instagram.com/davidhaener_/;NA;Häner;David
Lukas;Lohm;m;1996;23;4562;Biberist;Schweiz;jf;Solothurn;Gesellschaftsliberalismus;2;NA;0;NA;https://www.facebook.com/lukas.lohm.7;https://twitter.com/lukas_lohm;NA;NA;Lohm;Lukas
Oliver;Ochsner;m;1996;23;4571;Lüterkofen;Schweiz;jf;Solothurn;Gesellschaftsliberalismus;3;NA;0;NA;NA;https://twitter.com/OliverOchsner;NA;NA;Ochsner;Oliver
Kevin;Schwizgebel;m;1995;24;4600;Olten;Schweiz;jf;Solothurn;Gesellschaftsliberalismus;4;NA;0;NA;https://www.facebook.com/kevin.schwizgebel;https://twitter.com/KSchwizgebel;NA;NA;Schwizgebel;Kevin
Riccardo;Sturzo;m;1996;23;4552;Derendingen;Schweiz;jf;Solothurn;Gesellschaftsliberalismus;5;NA;0;NA;https://www.facebook.com/riccardo.sturzo;NA;NA;NA;Sturzo;Riccardo
Daniel;Wyss;m;1990;29;2540;Grenchen;Schweiz;jf;Solothurn;Gesellschaftsliberalismus;6;NA;0;NA;https://www.facebook.com/daniel.p.wyss;NA;NA;NA;NA;NA
Daniel;Hettich;m;1960;59;4125;Riehen;Schweiz;LDP;Basel-Stadt;Gewerbeliste LDP;1;NA;0;NA;https://www.facebook.com/daniel.hettich.773;NA;NA;NA;Hettich;Daniel
Lydia;Isler-Christ;f;1964;55;4056;Basel;Schweiz;LDP;Basel-Stadt;Gewerbeliste LDP;2;NA;0;NA;https://www.facebook.com/lydia.isler.3;https://twitter.com/LydiaIsler;NA;NA;Isler-Christ;Lydia
Anselmo;Renz;m;1978;41;4059;Basel;Schweiz;LDP;Basel-Stadt;Gewerbeliste LDP;3;NA;0;NA;NA;NA;NA;NA;Renz;Anselmo
Stephan;Schiesser;m;NA;NA;4052;Basel;Schweiz;LDP;Basel-Stadt;Gewerbeliste LDP;4;NA;0;http://www.confiserie-schiesser.ch;https://www.facebook.com/stephan.schiesser;NA;https://www.instagram.com/stephanschiesser;NA;Schiesser;Stephan
Nicole;Strahm-Lavanchy;f;1961;58;4125;Riehen;Schweiz;LDP;Basel-Stadt;Gewerbeliste LDP;5;NA;0;NA;https://www.facebook.com/nicole.strahmlavanchy;NA;NA;NA;Strahm-Lavanchy;Nicole
Hugo;Abegg;m;1966;53;6418;Rothenthurm;Schweiz;SP;Schwyz;Gewerkschaftsbund Kanton Schwyz;2;NA;0;http://www.rigi-speaker.ch/;https://www.facebook.com/huegel.offizier;https://twitter.com/Rigispeaker;https://www.instagram.com/rigispeaker;NA;Abegg;Hugo
Toni;Studer;m;1959;60;6414;Oberarth;Schweiz;SP;Schwyz;Gewerkschaftsbund Kanton Schwyz;4;NA;0;NA;NA;NA;NA;NA;Studer;Toni
Brigitte;Waser;f;1962;57;6417;Sattel;Schweiz;SP;Schwyz;Gewerkschaftsbund Kanton Schwyz;1;NA;0;NA;NA;NA;NA;NA;Waser;Brigitte
Kathrin;Ziltener;f;1994;25;8854;Siebnen;Schweiz;SP;Schwyz;Gewerkschaftsbund Kanton Schwyz;3;NA;0;NA;https://www.facebook.com/kathrin.ziltener;https://twitter.com/ziltener_kath;https://www.instagram.com/kathrinziltener;NA;Ziltener;Kathrin
Federica;Caggìa;f;1998;21;6833;Vacallo;Schweiz;JUSO;Tessin;Gioventù Socialista;1;NA;0;NA;https://www.facebook.com/federica.caggia.9;NA;NA;NA;Caggia;Federica
Clarissa;David;f;1994;25;6900;Lugano;Schweiz;JUSO;Tessin;Gioventù Socialista;2;NA;0;NA;https://www.facebook.com/clarissa.david.35;NA;NA;NA;David;Clarissa
Mattea;David;f;1993;26;6900;Lugano;Schweiz;JUSO;Tessin;Gioventù Socialista;3;NA;0;NA;https://www.facebook.com/mattea.david;NA;https://www.instagram.com/mattea.david/;NA;David;Mattea
Yannick;Demaria;m;2001;18;6512;Giubiasco;Schweiz;JUSO;Tessin;Gioventù Socialista;4;NA;0;NA;https://www.facebook.com/yannick.demaria.184;NA;https://www.instagram.com/yannick.demaria/;NA;Demaria;Yannick
Angelo;Mordasini;m;1997;22;6599;Robasacco;Schweiz;JUSO;Tessin;Gioventù Socialista;5;NA;0;NA;https://www.facebook.com/angelo.mordasini;https://twitter.com/AngeloMordasini;https://www.instagram.com/ange_mordash/;NA;Mordasini;Angelo
Santiago;Storelli;m;2000;19;6616;Losone;Schweiz;JUSO;Tessin;Gioventù Socialista;6;NA;0;NA;https://www.facebook.com/santiago.storelli.2000;NA;NA;NA;Storelli;Santiago
Dominik Marcel;Peter;m;1986;33;5620;Bremgarten;Schweiz;glp;Aargau;glp – Grünliberale Partei;16;NA;0;http://www.dominikpeter.ch;https://www.facebook.com/glp.domi/;https://twitter.com/dominikpeter;https://www.instagram.com/dominik.peter;NA;Peter;Dominik Marcel
Renata;Siegrist;f;1959;60;4800;Zofingen;Schweiz;glp;Aargau;glp – Grünliberale Partei;4;NA;0;NA;https://www.facebook.com/renata.siegrist;https://twitter.com/RenataSiegrist;NA;NA;Siegrist;Renata
Ramon;Göldi;m;1990;29;8212;Neuhausen am Rheinfall;Schweiz;glp;Schaffhausen;glp Schaffhausen;2;NA;0;NA;NA;NA;NA;NA;Göldi;Ramon
Manfred;Thoma;m;1968;51;8217;Wilchingen;Schweiz;glp;Schaffhausen;glp Schaffhausen;1;NA;0;NA;NA;NA;NA;NA;Thoma;Manfred
Matthias;Adolf;m;1974;45;8700;Küsnacht;Schweiz;glp;Zürich;glp UnternehmerInnen;23;NA;0;http://www.matthiasadolf.com/;https://www.facebook.com/matthias.adolf;NA;NA;NA;Adolf;Matthias
Jeffrey;Alldis;m;1985;34;8320;Fehraltdorf;Schweiz;glp;Zürich;glp UnternehmerInnen;27;NA;0;https://www.alldis.ch/;https://www.facebook.com/jeffrey.alldis;https://twitter.com/tweetsrunner;https://www.instagram.com/jeffreyalldis;NA;Alldis;Jeffrey
Erika;Attinger;f;1955;64;8044;Gockhausen;Schweiz;glp;Zürich;glp UnternehmerInnen;34;NA;0;NA;NA;NA;NA;NA;Attinger;Erika
Michèle;Bättig;f;1973;46;8055;Zürich;Schweiz;glp;Zürich;glp UnternehmerInnen;26;NA;0;NA;https://www.facebook.com/michele.battig.3;NA;NA;NA;Bättig Schenk;Michèle
Thomas;Bachmann;m;1976;43;8400;Winterthur;Schweiz;glp;Zürich;glp UnternehmerInnen;3;NA;0;NA;NA;NA;NA;NA;Bachmann;Thomas
Ursula;Bornhauser;f;1971;48;8307;Ottikon b. Kemptthal;Schweiz;glp;Zürich;glp UnternehmerInnen;14;NA;0;NA;https://www.facebook.com/ursula.bornhausersieber;NA;NA;NA;Bornhauser;Ursula
Tobias;Britt;m;1986;33;8055;Zürich;Schweiz;glp;Zürich;glp UnternehmerInnen;30;NA;0;NA;https://www.facebook.com/tobiasbrittGLP/;https://twitter.com/tobritt;https://www.instagram.com/tobiasbrittglp;NA;Britt;Tobias
Alexis;Caceda;m;1979;40;8184;Bachenbülach;Schweiz;glp;Zürich;glp UnternehmerInnen;7;NA;0;NA;https://www.facebook.com/alexiscaceda;https://twitter.com/alexiscaceda;https://www.instagram.com/alexiscaceda;NA;Caceda;Alexis
Francois;Cochard;m;1971;48;8006;Zürich;Schweiz;glp;Zürich;glp UnternehmerInnen;15;NA;0;NA;NA;NA;NA;NA;Cochard;François
Beat;Conrad;m;1968;51;8006;Zürich;Schweiz;glp;Zürich;glp UnternehmerInnen;13;NA;0;NA;NA;NA;NA;NA;Conrad;Beat
Markus;Hegi;m;1969;50;8302;Kloten;Schweiz;glp;Zürich;glp UnternehmerInnen;18;NA;0;NA;https://www.facebook.com/markushegi;https://twitter.com/mhegi;https://www.instagram.com/markushegi;NA;Hegi;Markus
Tobias;Honold;m;1984;35;8152;Glattpark;Schweiz;glp;Zürich;glp UnternehmerInnen;19;NA;0;NA;NA;NA;NA;NA;Honold;Tobias
Stefanie;Huber;f;1982;37;8600;Dübendorf;Schweiz;glp;Zürich;glp UnternehmerInnen;8;NA;0;http://www.stefaniehuber.ch/;https://www.facebook.com/stefaniehuberglp;NA;NA;NA;Huber;Stefanie
Markus;Jandl;m;1964;55;8053;Zürich;Schweiz;glp;Zürich;glp UnternehmerInnen;20;NA;0;NA;NA;NA;NA;NA;Jandl;Markus
Karin;Joss;f;1958;61;8108;Dällikon;Schweiz;glp;Zürich;glp UnternehmerInnen;2;NA;0;NA;https://www.facebook.com/karin.joss;https://twitter.com/KarinJoss1;NA;NA;Joss;Karin
Josef;Junz;m;1957;62;8634;Hombrechtikon;Schweiz;glp;Zürich;glp UnternehmerInnen;9;NA;0;NA;NA;NA;NA;NA;Junz;Josef
Severin;Knecht;m;1991;28;8471;Oberwil;Schweiz;glp;Zürich;glp UnternehmerInnen;4;NA;0;NA;NA;NA;NA;NA;Knecht;Severin Pascal
Nadia;Koch;f;1983;36;8153;Rümlang;Schweiz;glp;Zürich;glp UnternehmerInnen;17;NA;0;NA;https://www.facebook.com/nadiakochglp;https://twitter.com/nadia_koch;NA;NA;Koch;Nadia
Irène;Kostenas;f;1977;42;8002;Zürich;Schweiz;glp;Zürich;glp UnternehmerInnen;11;NA;0;NA;https://www.facebook.com/irene.kostenas.54;NA;NA;NA;Kostenas;Irène
Gregor;Kreuzer;m;1980;39;8046;Zürich;Schweiz;glp;Zürich;glp UnternehmerInnen;25;NA;0;http://gregorkreuzer.ch/;https://www.facebook.com/gregorkreuzerzukunft;https://twitter.com/gregkreuzer;NA;NA;Kreuzer;Gregor
Andreas;Kriesi;m;1960;59;8952;Schlieren;Schweiz;glp;Zürich;glp UnternehmerInnen;28;NA;0;http://www.andreaskriesi.ch;https://www.facebook.com/kriesi2018;https://twitter.com/andreaskriesi;https://www.instagram.com/andreas_kriesi;NA;Kriesi;Andreas
Silvia;Marton;f;1982;37;8954;Geroldswil;Schweiz;glp;Zürich;glp UnternehmerInnen;5;NA;0;NA;NA;https://twitter.com/Silvia_Marton;NA;NA;Marton;Silvia
Bruno;Rüegg;m;1969;50;8630;Rüti;Schweiz;glp;Zürich;glp UnternehmerInnen;10;NA;0;NA;NA;NA;NA;NA;Rüegg;Bruno
Roger;Reuss;m;1965;54;8400;Winterthur;Schweiz;glp;Zürich;glp UnternehmerInnen;29;NA;0;NA;https://www.facebook.com/reuss65;https://twitter.com/rreuss;https://www.instagram.com/roger.reuss;NA;Reuss;Roger
Daniel;Rommler;m;1968;51;8342;Wernetshausen;Schweiz;glp;Zürich;glp UnternehmerInnen;32;NA;0;https://smartvote.ch/de/group/2/election/19_ch_nr/db/candidates/44200006484;NA;NA;NA;NA;Rommler;Daniel
Andreas;Ruflin;m;1974;45;8055;Zürich;Schweiz;glp;Zürich;glp UnternehmerInnen;16;NA;0;http://www.ruflin.net/;https://www.facebook.com/andreas.ruflin;https://twitter.com/AndreasRuflin;NA;NA;Ruflin;Andreas
Flavio;Rump;m;1987;32;8046;Zürich;Schweiz;glp;Zürich;glp UnternehmerInnen;1;NA;0;NA;https://www.facebook.com/flaviorump;https://twitter.com/flaviorump;https://www.instagram.com/flaviorump;NA;Rump;Flavio Felice
Simon;Schlauri;m;1973;46;8001;Zürich;Schweiz;glp;Zürich;glp UnternehmerInnen;35;NA;0;https://www.simonschlauri.ch/;https://www.facebook.com/simon.schlauri;https://twitter.com/simonschlauri;NA;NA;Schlauri;Simon Jost
Nicolas;Schwarz;m;1971;48;8008;Zürich;Schweiz;glp;Zürich;glp UnternehmerInnen;33;NA;0;NA;NA;NA;NA;NA;Schwarz;Nicolas
Ronny;Siev;m;1974;45;8057;Zürich;Schweiz;glp;Zürich;glp UnternehmerInnen;21;NA;0;NA;https://www.facebook.com/ronny.siev;https://twitter.com/RonnySiev;https://www.instagram.com/ronnysiev;NA;Siev;Ronny
